Indicator ID, UIS.STAT,AGE,CONTRACT_TYPE,COUNTRY_ORIGIN,Dataflow / Dataset,EDU_ATTAIN,EDU_CAT,EDU_FIELD,EDU_LEVEL,EDU_TYPE,GRADE,IMM_STATUS,INFRASTR,Indicator ID,Indicator Label - EN,Indicator Section,LOCATION,REGION_DEST,SECTOR_EDU,SEX,SE_BKGRD,STAT_UNIT,SUBJECT,TEACH_EXPERIENCE,Table query,Theme,UNIT_MEASURE,WEALTH_QUINTILE,changes in Dec 2018 ,key,short_key
OAEP.1,YES,OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEP.1,"Percentage of students enrolled in primary education who are over-age, both sexes (%)",Percentage of enrolment,_T,W00,INST_T,_T,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T._T.OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-over_age-init
OAEP.1.F,YES,OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEP.1.F,"Percentage of female students enrolled in primary education who are over-age, female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T.F.OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-f-over_age-init
OAEP.1.M,YES,OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEP.1.M,"Percentage of male students enrolled in primary education who are over-age, male (%)",Percentage of enrolment,_T,W00,INST_T,M,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T.M.OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-m-over_age-init
UAEP.1,YES,UNDER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,UAEP.1,"Percentage of students enrolled in primary education who are under-age, both sexes (%)",Percentage of enrolment,_T,W00,INST_T,_T,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T._T.UNDER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-under_age-init
UAEP.1.F,YES,UNDER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,UAEP.1.F,"Percentage of female students enrolled in primary education who are under-age, female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T.F.UNDER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-f-under_age-init
UAEP.1.M,YES,UNDER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,UAEP.1.M,"Percentage of male students enrolled in primary education who are under-age, male (%)",Percentage of enrolment,_T,W00,INST_T,M,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T.M.UNDER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-m-under_age-init
OAEPG.1,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEPG.1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, both sexes (%)",Percentage of enrolment,_T,W00,INST_T,_T,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T._T.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-ge2_over_age-init
OAEPG.1.F,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEPG.1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T.F.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-f-ge2_over_age-init
OAEPG.1.M,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEPG.1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)",Percentage of enrolment,_T,W00,INST_T,M,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L1._T.M.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-1-m-ge2_over_age-init
OAEPG.1.GPI,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,INIT,_T,_Z,_Z,OAEPG.1.GPI,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, gender parity index (GPI)",Percentage of enrolment,_T,W00,INST_T,_T,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,GPI,_Z,,STU.GPI.L1._T._T.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-gpi-1-ge2_over_age-init
OAEPG.2.GPV,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,OAEPG.2.GPV,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, both sexes (%)",Percentage of enrolment,_T,W00,INST_T,_T,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L2.C4._T.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-2-c4-ge2_over_age-init
OAEPG.2.GPV.F,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,OAEPG.2.GPV.F,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L2.C4.F.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-2-c4-f-ge2_over_age-init
OAEPG.2.GPV.M,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,OAEPG.2.GPV.M,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)",Percentage of enrolment,_T,W00,INST_T,M,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,PT,_Z,,STU.PT.L2.C4.M.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-2-c4-m-ge2_over_age-init
OAEPG.2.GPV.GPI,YES,GE2_OVER_AGE,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,INIT,_T,_Z,_Z,OAEPG.2.GPV.GPI,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, gender parity index (GPI)",Percentage of enrolment,_T,W00,INST_T,_T,_Z,STU,_Z,_Z,Percentage of over-age and under-age enrolment by level of education,Participation,GPI,_Z,,STU.GPI.L2.C4._T.GE2_OVER_AGE._T.INST_T._Z._Z._T.INIT._T._Z._Z._Z._Z._Z.W00.W00._Z,stu-gpi-2-c4-ge2_over_age-init
FEP.01,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L01,_T,_T,_Z,_Z,FEP.01,Percentage of students in early childhood educational development programmes who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L01._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-01
FEP.02,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L02,_T,_T,_Z,_Z,FEP.02,Percentage of students in pre-primary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L02._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-02
FEP.0,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L0,_T,_T,_Z,_Z,FEP.0,Percentage of students in early childhood education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L0._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-0
FEP.1,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L1,_T,_T,_Z,_Z,FEP.1,Percentage of students in primary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L1._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-1
FEP.2,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L2,_T,_T,_Z,_Z,FEP.2,Percentage of students in lower secondary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L2._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-2
FEP.3,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L3,_T,_T,_Z,_Z,FEP.3,Percentage of students in upper secondary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L3._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-3
FEP.2t3,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L2_3,_T,_T,_Z,_Z,FEP.2t3,Percentage of students in secondary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L2_3._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-2_3
FEP.4,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L4,_T,_T,_Z,_Z,FEP.4,Percentage of students in post-secondary non-tertiary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L4._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-4
FEP.5,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L5,_T,_T,_Z,_Z,FEP.5,Percentage of students in tertiary ISCED 5 programmes who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-5
FEP.6,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L6,_T,_T,_Z,_Z,FEP.6,Percentage of students in tertiary ISCED 6 programmes who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L6._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-6
FEP.7,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L7,_T,_T,_Z,_Z,FEP.7,Percentage of students in tertiary ISCED 7 programmes who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L7._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-7
FEP.8,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L8,_T,_T,_Z,_Z,FEP.8,Percentage of students in tertiary ISCED 8 programmes who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L8._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-8
FEP.5t8,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L5T8,_T,_T,_Z,_Z,FEP.5t8,Percentage of students in tertiary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t8
FEP.5t7,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L5T7,_T,_T,_Z,_Z,FEP.5t7,"Percentage of students in ISCED 5, 6 and 7 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L5T7._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t7
FEP.6t7,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_T,L6_7,_T,_T,_Z,_Z,FEP.6t7,"Percentage of students in ISCED 6 and 7 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L6_7._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-6_7
FEP.2.GPV,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2,_T,_T,_Z,_Z,FEP.2.GPV,Percentage of students in lower secondary general education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L2.C4.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-2-c4
FEP.2.V,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C5,_T,L2,_T,_T,_Z,_Z,FEP.2.V,Percentage of students in lower secondary vocational education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L2.C5.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-2-c5
FEP.3.GPV,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L3,_T,_T,_Z,_Z,FEP.3.GPV,Percentage of students in upper secondary general education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L3.C4.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-3-c4
FEP.3.V,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C5,_T,L3,_T,_T,_Z,_Z,FEP.3.V,Percentage of students in upper secondary vocational education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L3.C5.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-3-c5
FEP.2t3.GPV,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L2_3,_T,_T,_Z,_Z,FEP.2t3.GPV,Percentage of students in secondary general education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L2_3.C4.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-2_3-c4
FEP.2t3.V,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C5,_T,L2_3,_T,_T,_Z,_Z,FEP.2t3.V,Percentage of students in secondary vocational education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L2_3.C5.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-2_3-c5
FEP.4.GPV,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C4,_T,L4,_T,_T,_Z,_Z,FEP.4.GPV,Percentage of students in post-secondary non-tertiary general education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L4.C4.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-4-c4
FEP.4.V,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,C5,_T,L4,_T,_T,_Z,_Z,FEP.4.V,Percentage of students in post-secondary non-tertiary vocational education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by level of education and programme orientation,Participation,PT,_Z,,FEP.PT.L4.C5.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z.W00.W00._Z,fep-4-c5
FEP.5.F110,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F01,L5,_T,_T,_Z,_Z,FEP.5.F110,"Percentage of students enrolled in Education programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F01._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f01
FEP.5.F200,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F02,L5,_T,_T,_Z,_Z,FEP.5.F200,"Percentage of students enrolled in Arts and Humanities programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F02._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f02
FEP.5.F300,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F03,L5,_T,_T,_Z,_Z,FEP.5.F300,"Percentage of students enrolled in Social Sciences, Journalism and Information programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F03._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f03
FEP.5.F400,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F04,L5,_T,_T,_Z,_Z,FEP.5.F400,"Percentage of students enrolled in Business, Administration and Law programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F04._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f04
FEP.5.F500,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F05,L5,_T,_T,_Z,_Z,FEP.5.F500,"Percentage of students enrolled in Natural Sciences, Mathematics and Statistics programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F05._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f05
FEP.5.F600,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F06,L5,_T,_T,_Z,_Z,FEP.5.F600,"Percentage of students enrolled in Information and Communication Technologies programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F06._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f06
FEP.5.F700,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F07,L5,_T,_T,_Z,_Z,FEP.5.F700,"Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F07._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f07
FEP.5.F800,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F08,L5,_T,_T,_Z,_Z,FEP.5.F800,"Percentage of students enrolled in Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F08._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f08
FEP.5.F900,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F09,L5,_T,_T,_Z,_Z,FEP.5.F900,"Percentage of students enrolled in Health and Welfare programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F09._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f09
FEP.5.F1000,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F10,L5,_T,_T,_Z,_Z,FEP.5.F1000,"Percentage of students enrolled in Services programmes in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T.ISC_F10._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-isc_f10
FEP.5.Fuk,NO,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,_X,L5,_T,_T,_Z,_Z,FEP.5.Fuk,"Percentage of students enrolled in programmes in unspecified fields in tertiary education, ISCED 5 programmes, who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5._T.F._T._T.INST_T._Z._Z._T._T._X._Z._Z._Z._Z._Z.W00.W00._Z,fep-5-_x
FEP.5t8.F110,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F01,L5T8,_T,_T,_Z,_Z,FEP.5t8.F110,Percentage of students enrolled in Education programmes in tertiary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T.ISC_F01._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t8-isc_f01
FEP.5t8.F200,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F02,L5T8,_T,_T,_Z,_Z,FEP.5t8.F200,Percentage of students enrolled in Arts and Humanities programmes in tertiary education who are female (%),Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T.ISC_F02._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t8-isc_f02
FEP.5t8.F300,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F03,L5T8,_T,_T,_Z,_Z,FEP.5t8.F300,"Percentage of students enrolled in Social Sciences, Journalism and Information programmes in tertiary education who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T.ISC_F03._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t8-isc_f03
FEP.5t8.F400,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F04,L5T8,_T,_T,_Z,_Z,FEP.5t8.F400,"Percentage of students enrolled in Business, Administration and Law programmes in tertiary education who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T.ISC_F04._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t8-isc_f04
FEP.5t8.F500,YES,_T,_Z,W00,Education: Students and Teachers - v3.0,_Z,_T,ISC_F05,L5T8,_T,_T,_Z,_Z,FEP.5t8.F500,"Percentage of students enrolled in Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)",Percentage of enrolment,_T,W00,INST_T,F,_Z,FEP,_Z,_Z,Percentage of female enrolment by field of education,Participation,PT,_Z,,FEP.PT.L5T8._T.F._T._T.INST_T._Z._Z._T._T.ISC_F05._Z._Z._Z._Z._Z.W00.W00._Z,fep-5t8-isc_f05
