STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,WEALTH_QUINTILE,LOCATION,EDU_TYPE,EDU_FIELD,SUBJECT,INFRASTR,SE_BKGRD,TEACH_EXPERIENCE,CONTRACT_TYPE,COUNTRY_ORIGIN,REGION_DEST,IMM_STATUS,REF_AREA,TIME_PERIOD,full_sdmx_key,abb_sdmx_key,abb_sdmx_key2
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q2.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q2.URB..........,gar-q2-urb
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q2.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q2.RUR..........,gar-q2-rur
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q3.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q3.URB..........,gar-q3-urb
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q3...........,gar-q3
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q3.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q3.RUR..........,gar-q3-rur
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q1.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q1.URB..........,gar-q1-urb
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q1.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q1.RUR..........,gar-q1-rur
GAR,PT,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.........Q1...........,gar-q1
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q2...........,gar-f-q2
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q2.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q2.URB..........,gar-f-q2-urb
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q2.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q2.RUR..........,gar-f-q2-rur
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F......RUR..........,gar-f-rur
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F......URB..........,gar-f-urb
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F................,gar-f
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q3...........,gar-f-q3
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q3.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q3.RUR..........,gar-f-q3-rur
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q3.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q3.URB..........,gar-f-q3-urb
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q5.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q5.RUR..........,gar-f-q5-rur
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q5...........,gar-f-q5
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q5.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q5.URB..........,gar-f-q5-urb
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q4.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q4.RUR..........,gar-f-q4-rur
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q4...........,gar-f-q4
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q4.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q4.URB..........,gar-f-q4-urb
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q1.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q1.URB..........,gar-f-q1-urb
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q1...........,gar-f-q1
GAR,PT,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q1.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....F.....Q1.RUR..........,gar-f-q1-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M......RUR..........,gar-m-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M................,gar-m
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M......URB..........,gar-m-urb
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q1.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q1.URB..........,gar-m-q1-urb
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q1...........,gar-m-q1
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q1.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q1.RUR..........,gar-m-q1-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q5.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q5.URB..........,gar-m-q5-urb
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q5.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q5.RUR..........,gar-m-q5-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q5...........,gar-m-q5
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q2.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q2.URB..........,gar-m-q2-urb
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q2...........,gar-m-q2
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q2.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q2.RUR..........,gar-m-q2-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q3.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q3.URB..........,gar-m-q3-urb
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q3.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q3.RUR..........,gar-m-q3-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q3...........,gar-m-q3
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q4.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q4.URB..........,gar-m-q4-urb
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q4.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q4.RUR..........,gar-m-q4-rur
GAR,PT,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.PT.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR....M.....Q4...........,gar-m-q4
GAR,GLPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...M.....Q1...........,gar-glpia-m-q1
GAR,GLPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...M................,gar-glpia-m
GAR,GLPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...M.....Q3...........,gar-glpia-m-q3
GAR,GLPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...M.....Q2...........,gar-glpia-m-q2
GAR,GLPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...M.....Q4...........,gar-glpia-m-q4
GAR,GLPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...M.....Q5...........,gar-glpia-m-q5
GAR,GLPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...F.....Q3...........,gar-glpia-f-q3
GAR,GLPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...F................,gar-glpia-f
GAR,GLPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...F.....Q5...........,gar-glpia-f-q5
GAR,GLPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...F.....Q1...........,gar-glpia-f-q1
GAR,GLPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...F.....Q2...........,gar-glpia-f-q2
GAR,GLPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...F.....Q4...........,gar-glpia-f-q4
GAR,GLPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q4,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q4._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA........Q4...........,gar-glpia-q4
GAR,GLPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q5,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q5._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA........Q5...........,gar-glpia-q5
GAR,GLPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA...................,gar-glpia
GAR,GLPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q2,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q2._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA........Q2...........,gar-glpia-q2
GAR,GLPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q3,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q3._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA........Q3...........,gar-glpia-q3
GAR,GLPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,Q1,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.GLPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z.Q1._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.GLPIA........Q1...........,gar-glpia-q1
GAR,WPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_T,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z._T.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA.........RUR..........,gar-wpia-rur
GAR,WPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...................,gar-wpia
GAR,WPIA,L5T8,_T,_T,SCH_AGE_GROUP,_T,INST_T,_Z,_T,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T._T.SCH_AGE_GROUP._T.INST_T._Z._T.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA.........URB..........,gar-wpia-urb
GAR,WPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...M................,gar-wpia-m
GAR,WPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...M......URB..........,gar-wpia-m-urb
GAR,WPIA,L5T8,_T,M,SCH_AGE_GROUP,_T,INST_T,_Z,_T,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T.M.SCH_AGE_GROUP._T.INST_T._Z._T.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...M......RUR..........,gar-wpia-m-rur
GAR,WPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,URB,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T.URB._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...F......URB..........,gar-wpia-f-urb
GAR,WPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T._T._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...F................,gar-wpia-f
GAR,WPIA,L5T8,_T,F,SCH_AGE_GROUP,_T,INST_T,_Z,_T,RUR,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GAR.WPIA.L5T8._T.F.SCH_AGE_GROUP._T.INST_T._Z._T.RUR._T._T._Z._Z._Z._Z._Z..W00._Z,GAR.WPIA...F......RUR..........,gar-wpia-f-rur
GECER,PT,L02,_T,M,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GECER.PT.L02._T.M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,GECER..02..M................,gecer-02-m
GECER,PT,L02,_T,F,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GECER.PT.L02._T.F._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,GECER..02..F................,gecer-02-f
GECER,PT,L02,_T,_T,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GECER.PT.L02._T._T._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,GECER..02..................,gecer-02
GECER,PT,L01,_T,M,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GECER.PT.L01._T.M._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,GECER..01..M................,gecer-01-m
GECER,PT,L01,_T,_T,_T,_T,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,,W00,_Z,,,GECER.PT.L01._T._T._T._T.INST_T._Z._Z._T._T._T._Z._Z._Z._Z._Z..W00._Z,GECER..01..................,gecer-01
